Sexo;Edad;Dificultad para llegar a fin de mes;Periodo;Total
Hombres;Menos de 18 años;No consta;2012;..
Hombres;Menos de 18 años;No consta;2011;..
Hombres;Menos de 18 años;No consta;2010;..
Hombres;Menos de 18 años;No consta;2009;0
Hombres;Menos de 18 años;No consta;2008;0
Hombres;Menos de 18 años;No consta;2007;0,1
Hombres;Menos de 18 años;No consta;2006;0,1
Hombres;Menos de 18 años;No consta;2005;0,2
Hombres;Menos de 18 años;No consta;2004;0
Hombres;De 18 a 64 años;Con mucha dificultad;2024;9
Hombres;De 18 a 64 años;Con mucha dificultad;2023;9,2
Hombres;De 18 a 64 años;Con mucha dificultad;2022;8,9
Hombres;De 18 a 64 años;Con mucha dificultad;2021;9
Hombres;De 18 a 64 años;Con mucha dificultad;2020;10,5
Hombres;De 18 a 64 años;Con mucha dificultad;2019;7,6
Hombres;De 18 a 64 años;Con mucha dificultad;2018;10,4
Hombres;De 18 a 64 años;Con mucha dificultad;2017;10,1
Hombres;De 18 a 64 años;Con mucha dificultad;2016;17
Hombres;De 18 a 64 años;Con mucha dificultad;2015;15,1
Hombres;De 18 a 64 años;Con mucha dificultad;2014;17,9
Hombres;De 18 a 64 años;Con mucha dificultad;2013;19,4
Hombres;De 18 a 64 años;Con mucha dificultad;2012;15,5
Hombres;De 18 a 64 años;Con mucha dificultad;2011;11,6
Hombres;De 18 a 64 años;Con mucha dificultad;2010;15,7
Hombres;De 18 a 64 años;Con mucha dificultad;2009;16,5
Hombres;De 18 a 64 años;Con mucha dificultad;2008;13,5
Hombres;De 18 a 64 años;Con mucha dificultad;2007;10,5
Hombres;De 18 a 64 años;Con mucha dificultad;2006;11,4
Hombres;De 18 a 64 años;Con mucha dificultad;2005;10,4
Hombres;De 18 a 64 años;Con mucha dificultad;2004;11,4
Hombres;De 18 a 64 años;Con dificultad;2024;13,3
Hombres;De 18 a 64 años;Con dificultad;2023;13,7
Hombres;De 18 a 64 años;Con dificultad;2022;13,8
Hombres;De 18 a 64 años;Con dificultad;2021;13
Hombres;De 18 a 64 años;Con dificultad;2020;12,8
Hombres;De 18 a 64 años;Con dificultad;2019;14,1
Hombres;De 18 a 64 años;Con dificultad;2018;17,1
Hombres;De 18 a 64 años;Con dificultad;2017;15,5
Hombres;De 18 a 64 años;Con dificultad;2016;19,3
Hombres;De 18 a 64 años;Con dificultad;2015;20,6
Hombres;De 18 a 64 años;Con dificultad;2014;21,6
Hombres;De 18 a 64 años;Con dificultad;2013;20,5
Hombres;De 18 a 64 años;Con dificultad;2012;19,6
Hombres;De 18 a 64 años;Con dificultad;2011;18,2
Hombres;De 18 a 64 años;Con dificultad;2010;18,1
Hombres;De 18 a 64 años;Con dificultad;2009;17,5
Hombres;De 18 a 64 años;Con dificultad;2008;17,8
Hombres;De 18 a 64 años;Con dificultad;2007;16,6
Hombres;De 18 a 64 años;Con dificultad;2006;17,9
Hombres;De 18 a 64 años;Con dificultad;2005;16,4
Hombres;De 18 a 64 años;Con dificultad;2004;17,9
Hombres;De 18 a 64 años;Con cierta dificultad;2024;26,4
Hombres;De 18 a 64 años;Con cierta dificultad;2023;26,5
Hombres;De 18 a 64 años;Con cierta dificultad;2022;25,5
Hombres;De 18 a 64 años;Con cierta dificultad;2021;23,6
Hombres;De 18 a 64 años;Con cierta dificultad;2020;21,6
Hombres;De 18 a 64 años;Con cierta dificultad;2019;27,3
Hombres;De 18 a 64 años;Con cierta dificultad;2018;27,3
Hombres;De 18 a 64 años;Con cierta dificultad;2017;28,2
Hombres;De 18 a 64 años;Con cierta dificultad;2016;26,7
Hombres;De 18 a 64 años;Con cierta dificultad;2015;28,9
Hombres;De 18 a 64 años;Con cierta dificultad;2014;29,1
Hombres;De 18 a 64 años;Con cierta dificultad;2013;27,3
Hombres;De 18 a 64 años;Con cierta dificultad;2012;27,8
Hombres;De 18 a 64 años;Con cierta dificultad;2011;28,6
Hombres;De 18 a 64 años;Con cierta dificultad;2010;27,7
Hombres;De 18 a 64 años;Con cierta dificultad;2009;28,4
Hombres;De 18 a 64 años;Con cierta dificultad;2008;31
Hombres;De 18 a 64 años;Con cierta dificultad;2007;31
Hombres;De 18 a 64 años;Con cierta dificultad;2006;31,2
Hombres;De 18 a 64 años;Con cierta dificultad;2005;31,7
Hombres;De 18 a 64 años;Con cierta dificultad;2004;31,6
Hombres;De 18 a 64 años;Con cierta facilidad;2024;28,1
Hombres;De 18 a 64 años;Con cierta facilidad;2023;28,4
Hombres;De 18 a 64 años;Con cierta facilidad;2022;28,7
Hombres;De 18 a 64 años;Con cierta facilidad;2021;29,4
Hombres;De 18 a 64 años;Con cierta facilidad;2020;31
Hombres;De 18 a 64 años;Con cierta facilidad;2019;34,5
Hombres;De 18 a 64 años;Con cierta facilidad;2018;30,5
Hombres;De 18 a 64 años;Con cierta facilidad;2017;32,1
Hombres;De 18 a 64 años;Con cierta facilidad;2016;25,1
Hombres;De 18 a 64 años;Con cierta facilidad;2015;24,8
Hombres;De 18 a 64 años;Con cierta facilidad;2014;22
Hombres;De 18 a 64 años;Con cierta facilidad;2013;22,1
Hombres;De 18 a 64 años;Con cierta facilidad;2012;26
Hombres;De 18 a 64 años;Con cierta facilidad;2011;27,3
Hombres;De 18 a 64 años;Con cierta facilidad;2010;23,3
Hombres;De 18 a 64 años;Con cierta facilidad;2009;23,6
Hombres;De 18 a 64 años;Con cierta facilidad;2008;25,3
Hombres;De 18 a 64 años;Con cierta facilidad;2007;26
Hombres;De 18 a 64 años;Con cierta facilidad;2006;26,6
Hombres;De 18 a 64 años;Con cierta facilidad;2005;27,9
Hombres;De 18 a 64 años;Con cierta facilidad;2004;27,3
Hombres;De 18 a 64 años;Con facilidad;2024;19,2
Hombres;De 18 a 64 años;Con facilidad;2023;18,8
Hombres;De 18 a 64 años;Con facilidad;2022;19,5
Hombres;De 18 a 64 años;Con facilidad;2021;21,2
Hombres;De 18 a 64 años;Con facilidad;2020;21,1
Hombres;De 18 a 64 años;Con facilidad;2019;15,2
Hombres;De 18 a 64 años;Con facilidad;2018;13,6
Hombres;De 18 a 64 años;Con facilidad;2017;13,1
Hombres;De 18 a 64 años;Con facilidad;2016;10,9
Hombres;De 18 a 64 años;Con facilidad;2015;9,9
Hombres;De 18 a 64 años;Con facilidad;2014;8,6
Hombres;De 18 a 64 años;Con facilidad;2013;9,8
Hombres;De 18 a 64 años;Con facilidad;2012;10,4
Hombres;De 18 a 64 años;Con facilidad;2011;13,2
Hombres;De 18 a 64 años;Con facilidad;2010;14
Hombres;De 18 a 64 años;Con facilidad;2009;12,7
Hombres;De 18 a 64 años;Con facilidad;2008;11,4
Hombres;De 18 a 64 años;Con facilidad;2007;14,7
Hombres;De 18 a 64 años;Con facilidad;2006;11,7
Hombres;De 18 a 64 años;Con facilidad;2005;12,2
Hombres;De 18 a 64 años;Con facilidad;2004;10,8
Hombres;De 18 a 64 años;Con mucha facilidad;2024;3,8
Hombres;De 18 a 64 años;Con mucha facilidad;2023;3,2
Hombres;De 18 a 64 años;Con mucha facilidad;2022;3,4
Hombres;De 18 a 64 años;Con mucha facilidad;2021;3,8
Hombres;De 18 a 64 años;Con mucha facilidad;2020;2,9
Hombres;De 18 a 64 años;Con mucha facilidad;2019;1,2
Hombres;De 18 a 64 años;Con mucha facilidad;2018;1,1
Hombres;De 18 a 64 años;Con mucha facilidad;2017;1
Hombres;De 18 a 64 años;Con mucha facilidad;2016;1
Hombres;De 18 a 64 años;Con mucha facilidad;2015;0,7
Hombres;De 18 a 64 años;Con mucha facilidad;2014;0,7
Hombres;De 18 a 64 años;Con mucha facilidad;2013;0,9
Hombres;De 18 a 64 años;Con mucha facilidad;2012;0,7
Hombres;De 18 a 64 años;Con mucha facilidad;2011;1
Hombres;De 18 a 64 años;Con mucha facilidad;2010;1,2
Hombres;De 18 a 64 años;Con mucha facilidad;2009;1,2
Hombres;De 18 a 64 años;Con mucha facilidad;2008;1
Hombres;De 18 a 64 años;Con mucha facilidad;2007;1,2
Hombres;De 18 a 64 años;Con mucha facilidad;2006;1,1
Hombres;De 18 a 64 años;Con mucha facilidad;2005;1
Hombres;De 18 a 64 años;Con mucha facilidad;2004;0,7
Hombres;De 18 a 64 años;No consta;2024;0,2
Hombres;De 18 a 64 años;No consta;2023;0,3
Hombres;De 18 a 64 años;No consta;2022;0,2
Hombres;De 18 a 64 años;No consta;2021;0
Hombres;De 18 a 64 años;No consta;2020;0
Hombres;De 18 a 64 años;No consta;2019;0
Hombres;De 18 a 64 años;No consta;2018;..
Hombres;De 18 a 64 años;No consta;2017;..
Hombres;De 18 a 64 años;No consta;2016;..
Hombres;De 18 a 64 años;No consta;2015;0
Hombres;De 18 a 64 años;No consta;2014;0
Hombres;De 18 a 64 años;No consta;2013;..
Hombres;De 18 a 64 años;No consta;2012;..
Hombres;De 18 a 64 años;No consta;2011;..
Hombres;De 18 a 64 años;No consta;2010;0
Hombres;De 18 a 64 años;No consta;2009;0
Hombres;De 18 a 64 años;No consta;2008;0
Hombres;De 18 a 64 años;No consta;2007;0,1
Hombres;De 18 a 64 años;No consta;2006;0,1
Hombres;De 18 a 64 años;No consta;2005;0,4
Hombres;De 18 a 64 años;No consta;2004;0,3
Mujeres;Total;Con mucha dificultad;2024;9,3
Mujeres;Total;Con mucha dificultad;2023;9,5
Mujeres;Total;Con mucha dificultad;2022;9,1
Mujeres;Total;Con mucha dificultad;2021;8,9
Mujeres;Total;Con mucha dificultad;2020;10,3
Mujeres;Total;Con mucha dificultad;2019;8,4
Mujeres;Total;Con mucha dificultad;2018;10,9
Mujeres;Total;Con mucha dificultad;2017;9,8
Mujeres;Total;Con mucha dificultad;2016;17,1
Mujeres;Total;Con mucha dificultad;2015;15,1
Mujeres;Total;Con mucha dificultad;2014;17,7
Mujeres;Total;Con mucha dificultad;2013;18,8
Mujeres;Total;Con mucha dificultad;2012;14,4
Mujeres;Total;Con mucha dificultad;2011;11,2
Mujeres;Total;Con mucha dificultad;2010;15,7
Mujeres;Total;Con mucha dificultad;2009;16,2
Mujeres;Total;Con mucha dificultad;2008;13,9
Mujeres;Total;Con mucha dificultad;2007;11,4
Mujeres;Total;Con mucha dificultad;2006;12,3
Mujeres;Total;Con mucha dificultad;2005;11,6
Mujeres;Total;Con mucha dificultad;2004;12
Mujeres;Total;Con dificultad;2024;12,7
Mujeres;Total;Con dificultad;2023;13
Mujeres;Total;Con dificultad;2022;13
Mujeres;Total;Con dificultad;2021;13
Mujeres;Total;Con dificultad;2020;12,9
Mujeres;Total;Con dificultad;2019;14,2
Mujeres;Total;Con dificultad;2018;16,9
Mujeres;Total;Con dificultad;2017;15,9
Mujeres;Total;Con dificultad;2016;19
Mujeres;Total;Con dificultad;2015;20,7
Mujeres;Total;Con dificultad;2014;21,8
Mujeres;Total;Con dificultad;2013;20,1
Mujeres;Total;Con dificultad;2012;20,4
Mujeres;Total;Con dificultad;2011;18
Mujeres;Total;Con dificultad;2010;18,6
Mujeres;Total;Con dificultad;2009;18,2
Mujeres;Total;Con dificultad;2008;18,3
Mujeres;Total;Con dificultad;2007;17,1
Mujeres;Total;Con dificultad;2006;19,3
Mujeres;Total;Con dificultad;2005;16,9
Mujeres;Total;Con dificultad;2004;18
Mujeres;Total;Con cierta dificultad;2024;25,6
Mujeres;Total;Con cierta dificultad;2023;26,2
Mujeres;Total;Con cierta dificultad;2022;26,2
Mujeres;Total;Con cierta dificultad;2021;23,6
Mujeres;Total;Con cierta dificultad;2020;22,8
Mujeres;Total;Con cierta dificultad;2019;27,5
Mujeres;Total;Con cierta dificultad;2018;28,4
Mujeres;Total;Con cierta dificultad;2017;28
Mujeres;Total;Con cierta dificultad;2016;27,2
Mujeres;Total;Con cierta dificultad;2015;29,4
Mujeres;Total;Con cierta dificultad;2014;28,8
Mujeres;Total;Con cierta dificultad;2013;28,5
Mujeres;Total;Con cierta dificultad;2012;28,7
Mujeres;Total;Con cierta dificultad;2011;29,6
Mujeres;Total;Con cierta dificultad;2010;28
Mujeres;Total;Con cierta dificultad;2009;28,2
Mujeres;Total;Con cierta dificultad;2008;31,1
Mujeres;Total;Con cierta dificultad;2007;31,3
Mujeres;Total;Con cierta dificultad;2006;31,7
Mujeres;Total;Con cierta dificultad;2005;32,4
Mujeres;Total;Con cierta dificultad;2004;32,3
Mujeres;Total;Con cierta facilidad;2024;28,9
Mujeres;Total;Con cierta facilidad;2023;28,5
Mujeres;Total;Con cierta facilidad;2022;28,5
Mujeres;Total;Con cierta facilidad;2021;29,9
Mujeres;Total;Con cierta facilidad;2020;30,6
Mujeres;Total;Con cierta facilidad;2019;33,5
Mujeres;Total;Con cierta facilidad;2018;30
Mujeres;Total;Con cierta facilidad;2017;32,4
Mujeres;Total;Con cierta facilidad;2016;25,1
Mujeres;Total;Con cierta facilidad;2015;24,8
Mujeres;Total;Con cierta facilidad;2014;23,1
Mujeres;Total;Con cierta facilidad;2013;22,4
Mujeres;Total;Con cierta facilidad;2012;26,1
Mujeres;Total;Con cierta facilidad;2011;27,9
Mujeres;Total;Con cierta facilidad;2010;23,5
Mujeres;Total;Con cierta facilidad;2009;24,7
Mujeres;Total;Con cierta facilidad;2008;24,8
Mujeres;Total;Con cierta facilidad;2007;25,5
Mujeres;Total;Con cierta facilidad;2006;25,4
Mujeres;Total;Con cierta facilidad;2005;27
Mujeres;Total;Con cierta facilidad;2004;26,4
Mujeres;Total;Con facilidad;2024;19,8
Mujeres;Total;Con facilidad;2023;19,3
Mujeres;Total;Con facilidad;2022;19,7
Mujeres;Total;Con facilidad;2021;20,8
Mujeres;Total;Con facilidad;2020;21
Mujeres;Total;Con facilidad;2019;15,4
Mujeres;Total;Con facilidad;2018;12,8
Mujeres;Total;Con facilidad;2017;13
Mujeres;Total;Con facilidad;2016;10,8
Mujeres;Total;Con facilidad;2015;9,4
Mujeres;Total;Con facilidad;2014;8,1
Mujeres;Total;Con facilidad;2013;9,5
Mujeres;Total;Con facilidad;2012;9,5
Mujeres;Total;Con facilidad;2011;12,3
Mujeres;Total;Con facilidad;2010;13,3
Mujeres;Total;Con facilidad;2009;11,7
Mujeres;Total;Con facilidad;2008;11,1
Mujeres;Total;Con facilidad;2007;13,6
Mujeres;Total;Con facilidad;2006;10,3
Mujeres;Total;Con facilidad;2005;10,9
Mujeres;Total;Con facilidad;2004;10,3
Mujeres;Total;Con mucha facilidad;2024;3,4
Mujeres;Total;Con mucha facilidad;2023;3,2
Mujeres;Total;Con mucha facilidad;2022;3,3
Mujeres;Total;Con mucha facilidad;2021;3,8
Mujeres;Total;Con mucha facilidad;2020;2,3
Mujeres;Total;Con mucha facilidad;2019;1
Mujeres;Total;Con mucha facilidad;2018;1
Mujeres;Total;Con mucha facilidad;2017;0,9
Mujeres;Total;Con mucha facilidad;2016;0,8
Mujeres;Total;Con mucha facilidad;2015;0,6
Mujeres;Total;Con mucha facilidad;2014;0,6
Mujeres;Total;Con mucha facilidad;2013;0,8
Mujeres;Total;Con mucha facilidad;2012;0,8
Mujeres;Total;Con mucha facilidad;2011;0,9
Mujeres;Total;Con mucha facilidad;2010;1
Mujeres;Total;Con mucha facilidad;2009;1,1
Mujeres;Total;Con mucha facilidad;2008;0,9
Mujeres;Total;Con mucha facilidad;2007;1,1
Mujeres;Total;Con mucha facilidad;2006;1
Mujeres;Total;Con mucha facilidad;2005;0,9
Mujeres;Total;Con mucha facilidad;2004;0,7
Mujeres;Total;No consta;2024;0,3
Mujeres;Total;No consta;2023;0,4
Mujeres;Total;No consta;2022;0,2
Mujeres;Total;No consta;2021;0
Mujeres;Total;No consta;2020;0,1
Mujeres;Total;No consta;2019;0,1
Mujeres;Total;No consta;2018;..
Mujeres;Total;No consta;2017;..
Mujeres;Total;No consta;2016;..
Mujeres;Total;No consta;2015;0
Mujeres;Total;No consta;2014;0
Mujeres;Total;No consta;2013;..
Mujeres;Total;No consta;2012;..
Mujeres;Total;No consta;2011;..
Mujeres;Total;No consta;2010;..
Mujeres;Total;No consta;2009;0
Mujeres;Total;No consta;2008;0
Mujeres;Total;No consta;2007;0,1
Mujeres;Total;No consta;2006;0,1
Mujeres;Total;No consta;2005;0,3
Mujeres;Total;No consta;2004;0,2
Mujeres;Menores de 16 años;Con mucha dificultad;2024;11,2
Mujeres;Menores de 16 años;Con mucha dificultad;2023;11,9
Mujeres;Menores de 16 años;Con mucha dificultad;2022;12
Mujeres;Menores de 16 años;Con mucha dificultad;2021;10,1
Mujeres;Menores de 16 años;Con mucha dificultad;2020;11,8
Mujeres;Menores de 16 años;Con mucha dificultad;2019;10,2
Mujeres;Menores de 16 años;Con mucha dificultad;2018;12,1
Mujeres;Menores de 16 años;Con mucha dificultad;2017;12,1
Mujeres;Menores de 16 años;Con mucha dificultad;2016;19,2
Mujeres;Menores de 16 años;Con mucha dificultad;2015;18,6
Mujeres;Menores de 16 años;Con mucha dificultad;2014;21,7
Mujeres;Menores de 16 años;Con mucha dificultad;2013;23,1
Mujeres;Menores de 16 años;Con mucha dificultad;2012;16,2
Mujeres;Menores de 16 años;Con mucha dificultad;2011;13,1
Mujeres;Menores de 16 años;Con mucha dificultad;2010;19,5
Mujeres;Menores de 16 años;Con mucha dificultad;2009;21,8
Mujeres;Menores de 16 años;Con mucha dificultad;2008;17,8
Mujeres;Menores de 16 años;Con mucha dificultad;2007;13,7
Mujeres;Menores de 16 años;Con mucha dificultad;2006;15
Mujeres;Menores de 16 años;Con mucha dificultad;2005;13,1
Mujeres;Menores de 16 años;Con mucha dificultad;2004;13,5
Mujeres;Menores de 16 años;Con dificultad;2024;15,2
Mujeres;Menores de 16 años;Con dificultad;2023;14,9
Mujeres;Menores de 16 años;Con dificultad;2022;14
Mujeres;Menores de 16 años;Con dificultad;2021;14,5
Mujeres;Menores de 16 años;Con dificultad;2020;13,3
Mujeres;Menores de 16 años;Con dificultad;2019;16,2
Mujeres;Menores de 16 años;Con dificultad;2018;16,8
Mujeres;Menores de 16 años;Con dificultad;2017;15,5
Mujeres;Menores de 16 años;Con dificultad;2016;21,4
Mujeres;Menores de 16 años;Con dificultad;2015;20,1
Mujeres;Menores de 16 años;Con dificultad;2014;22,5
Mujeres;Menores de 16 años;Con dificultad;2013;19,8
Mujeres;Menores de 16 años;Con dificultad;2012;22,3
Mujeres;Menores de 16 años;Con dificultad;2011;20,3
Mujeres;Menores de 16 años;Con dificultad;2010;20,5
Mujeres;Menores de 16 años;Con dificultad;2009;19,5
Mujeres;Menores de 16 años;Con dificultad;2008;20,5
Mujeres;Menores de 16 años;Con dificultad;2007;16,6
Mujeres;Menores de 16 años;Con dificultad;2006;21,3
Mujeres;Menores de 16 años;Con dificultad;2005;18,1
Mujeres;Menores de 16 años;Con dificultad;2004;17,3
Mujeres;Menores de 16 años;Con cierta dificultad;2024;26,6
Mujeres;Menores de 16 años;Con cierta dificultad;2023;26,6
Mujeres;Menores de 16 años;Con cierta dificultad;2022;26,3
Mujeres;Menores de 16 años;Con cierta dificultad;2021;23,5
Mujeres;Menores de 16 años;Con cierta dificultad;2020;24,9
Mujeres;Menores de 16 años;Con cierta dificultad;2019;27,2
Mujeres;Menores de 16 años;Con cierta dificultad;2018;28,5
Mujeres;Menores de 16 años;Con cierta dificultad;2017;28,4
Mujeres;Menores de 16 años;Con cierta dificultad;2016;26,3
Mujeres;Menores de 16 años;Con cierta dificultad;2015;29,5
Mujeres;Menores de 16 años;Con cierta dificultad;2014;26,7
Mujeres;Menores de 16 años;Con cierta dificultad;2013;28,9
Mujeres;Menores de 16 años;Con cierta dificultad;2012;29,8
Mujeres;Menores de 16 años;Con cierta dificultad;2011;30,8
Mujeres;Menores de 16 años;Con cierta dificultad;2010;26,2
Mujeres;Menores de 16 años;Con cierta dificultad;2009;25,8
Mujeres;Menores de 16 años;Con cierta dificultad;2008;28,4
Mujeres;Menores de 16 años;Con cierta dificultad;2007;32,2
Mujeres;Menores de 16 años;Con cierta dificultad;2006;31,5
Mujeres;Menores de 16 años;Con cierta dificultad;2005;31,6
Mujeres;Menores de 16 años;Con cierta dificultad;2004;32,3
Mujeres;Menores de 16 años;Con cierta facilidad;2024;26,4
Mujeres;Menores de 16 años;Con cierta facilidad;2023;27,8
Mujeres;Menores de 16 años;Con cierta facilidad;2022;25,8
Mujeres;Menores de 16 años;Con cierta facilidad;2021;27,5
Mujeres;Menores de 16 años;Con cierta facilidad;2020;28
Mujeres;Menores de 16 años;Con cierta facilidad;2019;31,5
Mujeres;Menores de 16 años;Con cierta facilidad;2018;28,1
Mujeres;Menores de 16 años;Con cierta facilidad;2017;29,8
Mujeres;Menores de 16 años;Con cierta facilidad;2016;22,8
Mujeres;Menores de 16 años;Con cierta facilidad;2015;22,5
Mujeres;Menores de 16 años;Con cierta facilidad;2014;21,6
Mujeres;Menores de 16 años;Con cierta facilidad;2013;18,9
Mujeres;Menores de 16 años;Con cierta facilidad;2012;23,6
Mujeres;Menores de 16 años;Con cierta facilidad;2011;25,3
Mujeres;Menores de 16 años;Con cierta facilidad;2010;20,6
Mujeres;Menores de 16 años;Con cierta facilidad;2009;21,7
Mujeres;Menores de 16 años;Con cierta facilidad;2008;22,8
Mujeres;Menores de 16 años;Con cierta facilidad;2007;25
Mujeres;Menores de 16 años;Con cierta facilidad;2006;22,9
